INFO - 
Starting ScanRemoteFileInclusion scan
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/. Skipping...
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?page=home.php&popUpNotificationCode=HPH0. Skipping...
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=login.php
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?popUpNotificationCode=L1H2&page=/owaspbwa/mutillidae-git/home.php. Skipping...
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/set-up-database.php. Skipping...
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?page=show-log.php. Skipping...
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?page=captured-data.php. Skipping...
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=user-info.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=user-info.php
WARNING - Remote file inclusion vulnerability found at: http://192.168.232.135:80/mutillidae/index.php?page=user-info.php with payload: http://www.google.com/
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/?page=add-to-your-blog.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=register.php
INFO - 	No forms found on http://192.168.232.135:80/mutillidae/index.php?page=sqlmap-targets.php. Skipping...
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: HTTPS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: htTps://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httPs://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: httpS://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	No remote file inclusion vulnerability found in forms at: http://192.168.232.135:80/mutillidae/index.php?page=view-someones-blog.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: http://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: HTTP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: htTp://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httP://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: https://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: HTTPS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: htTps://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httPs://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httpS://www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: www.google.com/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: http://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: HTTP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: htTp://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: httP://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
INFO - 	Testing payload: https://www.google.com:80/ on http://192.168.232.135:80/mutillidae/index.php?page=pen-test-tool-lookup.php
